"tissue","assay","feature_id","logFC_precawg","CI.L_precawg","CI.R_precawg","adj_p_value_precawg","randomGroupCode","Timepoint","platform","logFC_sex_diff","CI.L_sex_diff","CI.R_sex_diff","adj_p_value_sex_diff","entrez_gene","gene_symbol","ensembl_gene","uniprot","refmet_name","refmet_id","kegg_id"
"blood","transcript-rna-seq","ENSG00000059377.18",0.390539822795256,0.271782367232222,0.50929727835829,4.69747159827098e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.296624506172362,-0.434455700573642,-0.158793311771083,0.00180415454022081,"6916","TBXAS1","ENSG00000059377",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000157551.19",0.658049430640613,0.457820546588832,0.858278314692394,4.78425770388259e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.499234522525006,-0.728052792290242,-0.270416252759769,0.00158724470342804,"3772","KCNJ15","ENSG00000157551",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000131724.11",0.610286134414738,0.42438102996628,0.796191238863196,4.90100832304807e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.412394590212762,-0.618482555017349,-0.206306625408175,0.00355161338194917,"3597","IL13RA1","ENSG00000131724",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000110046.13",0.564793650259163,0.392702538175655,0.73688476234267,4.90100832304807e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.34397146591527,-0.541288539804476,-0.146654392026064,0.0123683174365081,"23130","ATG2A","ENSG00000110046",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000021355.13",0.408798908483036,0.284173802002219,0.533424014963854,4.99363789512128e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.337529944452633,-0.47643403872172,-0.198625850183545,0.000588344246042318,"1992","SERPINB1","ENSG00000021355",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000010404.18",0.412361080337504,0.286435468662859,0.53828669201215,5.07718137796787e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.266270667284353,-0.409329195469226,-0.12321213909948,0.00675246718372005,"3423","IDS","ENSG00000010404",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000125505.17",0.498482751493439,0.346268324934827,0.650697178052051,5.07718137796787e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.361138354709141,-0.535982795651649,-0.186293913766633,0.00266414652914926,"79143","MBOAT7","ENSG00000125505",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000164691.18",0.44000922067772,0.305639239897355,0.574379201458084,5.07718137796787e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.277481546000896,-0.42759015952238,-0.127372932479411,0.00727918103234479,"117289","TAGAP","ENSG00000164691",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000026025.16",0.325342930616673,0.226001019056697,0.424684842176648,5.07718137796787e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.31350715746385,-0.430340588784955,-0.196673726142744,0.000164487983882867,"7431","VIM","ENSG00000026025",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000108582.12",0.70380369726922,0.488816959242048,0.918790435296392,5.07718137796787e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.409301573055092,-0.649354060744847,-0.169249085365338,0.014756301709921,"1362","CPD","ENSG00000108582",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000143384.14",0.419673512766103,0.291407702426274,0.547939323105932,5.17484450298961e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.325502627796526,-0.472945067483334,-0.178060188109718,0.00142588823413085,"4170","MCL1","ENSG00000143384",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000155744.10",0.73349811830713,0.509179489872205,0.957816746742055,5.24754653947103e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.499078099389053,-0.753892084328609,-0.244264114449497,0.00430060257274056,"285172","FAM126B","ENSG00000155744",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000112299.8",0.929293424842375,0.64480078167138,1.21378606801337,5.44152393199217e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.45908583919188,-0.758706070900411,-0.15946560748335,0.0336565007565435,"8876","VNN1","ENSG00000112299",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000133961.21",0.48375958490031,0.335610736577865,0.631908433222756,5.44152393199217e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.350375955136101,-0.517229684605732,-0.18352222566647,0.00227672110870007,"8650","NUMB","ENSG00000133961",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000143226.15",0.47575583363937,0.329693856545532,0.621817810733208,5.935338097634e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.336586413225062,-0.503921831509011,-0.169250994941112,0.00339010604987136,"2212","FCGR2A","ENSG00000143226",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000114316.13",0.319946286383368,0.221696656741822,0.418195916024915,5.935338097634e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.287079183482364,-0.399385857502065,-0.174772509462663,0.000319607531059352,"7375","USP4","ENSG00000114316",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000132334.17",0.383664366413016,0.265733939332593,0.501594793493438,6.13371774851531e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.256247631329484,-0.390508399591106,-0.121986863067862,0.00545310974541713,"5791","PTPRE","ENSG00000132334",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000113303.12",0.690706894261679,0.478178721424412,0.903235067098947,6.39110603603544e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.438102690091449,-0.678081106309757,-0.19812427387314,0.00814438278175758,"79908","BTNL8","ENSG00000113303",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000075426.12",0.50476665528298,0.349360500650735,0.660172809915225,6.414295235666e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.381652050687354,-0.563999452494145,-0.199304648880562,0.00233706366835686,"2355","FOSL2","ENSG00000075426",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000171236.10",0.688842195550087,0.476469556466885,0.90121483463329,6.71098614403679e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.497157425051328,-0.741036507920107,-0.253278342182549,0.00297886649632513,"116844","LRG1","ENSG00000171236",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000188559.16",0.509099554445803,0.351948782275308,0.666250326616298,6.93581948923847e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.342606789999628,-0.516006730015664,-0.169206849983593,0.00394397607527133,"57186","RALGAPA2","ENSG00000188559",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000062282.15",0.558383029241122,0.38599308747815,0.730772971004095,6.95235700578925e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.384944974911948,-0.583452048657182,-0.186437901166713,0.00474940147063366,"84649","DGAT2","ENSG00000062282",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000115604.12",0.988506840702309,0.683205898591092,1.29380778281353,6.95235700578925e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.705643735201348,-1.02160308077757,-0.389684389625125,0.00131947350476252,"8809","IL18R1","ENSG00000115604",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000123405.14",0.472822311959026,0.326732587374626,0.618912036543427,7.06458153115949e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.338638121417928,-0.506937552479574,-0.170338690356281,0.00337966622210726,"4778","NFE2","ENSG00000123405",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000084110.11",0.683093010057035,0.471950584849773,0.894235435264296,7.1062781578492e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.506276227873747,-0.740685238900983,-0.271867216846511,0.00175219669586255,"3034","HAL","ENSG00000084110",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000132475.10",0.416101711856369,0.28744875903896,0.544754664673777,7.12973145222723e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.341185649169786,-0.487195212698583,-0.195176085640989,0.000905293305319927,"3021","H3-3B","ENSG00000132475",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000165071.15",0.482992731191773,0.333619703719172,0.632365758664374,7.12973145222723e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.385971801021069,-0.552849415276077,-0.21909418676606,0.000980583612693665,"137835","TMEM71","ENSG00000165071",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000171302.17",0.396612779379767,0.273828781704498,0.519396777055036,7.33786733479303e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.322913272852282,-0.465639850420925,-0.180186695283639,0.00115531245305345,"124583","CANT1","ENSG00000171302",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000122862.5",0.539056859945671,0.37213000992616,0.705983709965182,7.34011207365717e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.455796217196648,-0.648407974115105,-0.263184460278191,0.000806398568473682,"5552","SRGN","ENSG00000122862",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000115271.11",0.630308566017447,0.435063646499294,0.825553485535601,7.34011207365717e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.495218496281643,-0.715458018740005,-0.27497897382328,0.00122141334500854,"25801","GCA","ENSG00000115271",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000008516.18",0.562263964604607,0.388098434024756,0.736429495184459,7.34011207365717e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.414161538090253,-0.611900921481413,-0.216422154699093,0.00232250381142936,"64386","MMP25","ENSG00000008516",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000173535.15",0.509916758733553,0.351937037469452,0.667896479997653,7.34011207365717e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.395843473700099,-0.577078650141127,-0.214608297259071,0.00157753636594866,"8794","TNFRSF10C","ENSG00000173535",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000255112.3",0.411683712691384,0.284043272024041,0.539324153358727,7.4393036057897e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.319830764960941,-0.463121184098763,-0.17654034582312,0.00132328064314154,"57132","CHMP1B","ENSG00000255112",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000228327.4",0.491879063945076,0.339226565617047,0.644531562273105,7.64088849637317e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.281122246549442,-0.45311930834623,-0.109125184752654,0.0205094289972822,NA,NA,"ENSG00000228327",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000139178.12",0.467475661332927,0.322367644253937,0.612583678411918,7.64088849637317e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.327797441488495,-0.490427278890057,-0.165167604086933,0.00333422267794009,"51279","C1RL","ENSG00000139178",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000162551.14",0.508654616112326,0.350696928283754,0.666612303940897,7.76147213050343e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.350157641213974,-0.552640972507472,-0.147674309920475,0.0132707593499859,"249","ALPL","ENSG00000162551",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000244482.10",0.52660649582195,0.362980949939475,0.690232041704424,7.82087389922112e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.411713272619023,-0.600690918427389,-0.222735626810658,0.00161993361466096,"79168","LILRA6","ENSG00000244482",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000101236.17",0.534587047636192,0.368384646721596,0.700789448550788,7.89660344219257e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.423099595413428,-0.612211173083306,-0.233988017743549,0.0013018924835837,"11237","RNF24","ENSG00000101236",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000144118.14",0.518673626699203,0.357352323464848,0.679994929933559,7.94405834610605e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.416885595364352,-0.599148631880772,-0.234622558847932,0.00107461986528729,"5899","RALB","ENSG00000144118",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000062716.13",0.469195550228651,0.323118007658061,0.615273092799241,8.18411888265066e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.420039507255238,-0.585376771988288,-0.254702242522187,0.000330579643598503,"81671","VMP1","ENSG00000062716",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000188895.12",0.448967888130017,0.309049312334834,0.5888864639252,8.42688006220812e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.3877480862271,-0.546135274626319,-0.229360897827881,0.000537107208453687,"339287","MSL1","ENSG00000188895",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000033327.13",0.539989421877365,0.371629226723682,0.708349617031049,8.51702854721468e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.344286840007918,-0.537677067767414,-0.150896612248422,0.0102021152828173,"9846","GAB2","ENSG00000033327",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000159388.6",0.358944413461515,0.246992946053969,0.470895880869061,8.56651814710852e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.251780040907875,-0.380049269041897,-0.123510812773853,0.00421811374646087,"7832","BTG2","ENSG00000159388",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000179134.16",0.322443555502838,0.221752358165185,0.423134752840491,8.78560054638188e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.261318916833705,-0.372074635592711,-0.1505631980747,0.00082522753269254,"55095","SAMD4B","ENSG00000179134",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000183762.13",0.65479639778171,0.450361694088883,0.859231101474537,8.78560054638188e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.551726589760056,-0.799333008423955,-0.304120171096157,0.00132653751475576,"83999","KREMEN1","ENSG00000183762",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000128016.7",0.373899859144634,0.257141188545242,0.490658529744026,8.78560054638188e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.261334586668923,-0.392628262158035,-0.130040911179811,0.00369458502474581,"7538","ZFP36","ENSG00000128016",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000137312.15",0.463252500581591,0.318423146533003,0.608081854630179,9.12268019035975e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.383963155250527,-0.548565020399566,-0.219361290101488,0.000916749552539914,"10211","FLOT1","ENSG00000137312",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000132510.11",0.466867216296457,0.320841687306824,0.61289274528609,9.12268019035975e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.34437217885008,-0.511097472423368,-0.177646885276791,0.00266414652914926,"23135","KDM6B","ENSG00000132510",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000169896.18",0.476362351131165,0.327327347139101,0.625397355123229,9.12268019035975e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.351061851577077,-0.522220778031037,-0.179902925123117,0.00284044342372552,"3684","ITGAM","ENSG00000169896",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000132965.10",0.77961105592539,0.53531215048185,1.02390996136893,9.59944393703401e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.559892747157972,-0.82896922579451,-0.290816268521435,0.00247078731604597,"241","ALOX5AP","ENSG00000132965",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000166987.15",0.448799245437565,0.30790268208789,0.58969580878724,1.02293150570301e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.324787372489064,-0.480560140945621,-0.169014604032507,0.00242222898454736,"114785","MBD6","ENSG00000166987",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000171206.15",0.294559814570865,0.202008079173813,0.387111549967916,1.04352938983904e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.232154332527894,-0.338223599512573,-0.126085065543214,0.00155982706320917,"81603","TRIM8","ENSG00000171206",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000181631.7",0.469066568512446,0.321638133302979,0.616495003721912,1.04352938983904e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.2882427000271,-0.455097558967171,-0.121387841087028,0.0133692104825226,"53829","P2RY13","ENSG00000181631",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000161638.11",0.322228696615724,0.220950646779477,0.423506746451972,1.04352938983904e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.213496251918409,-0.334133386486072,-0.0928591173507458,0.0108129949438032,"3678","ITGA5","ENSG00000161638",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000109466.14",0.742531695069865,0.509113966964475,0.975949423175256,1.04352938983904e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.567112260684817,-0.824714076880677,-0.309510444488957,0.00148437342808408,"11275","KLHL2","ENSG00000109466",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000189180.16",0.489626632904463,0.335653970185425,0.6435992956235,1.04352938983904e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.298081786993158,-0.466576304939708,-0.129587269046609,0.0108357871797939,"7581","ZNF33A","ENSG00000189180",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163171.8",0.472495305007733,0.323928723329796,0.62106188668567,1.04352938983904e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.24655428501007,-0.410725796458911,-0.0823827735612282,0.0387972235342822,"10602","CDC42EP3","ENSG00000163171",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000110931.19",0.452904411658718,0.31038947549309,0.595419347824346,1.06345770813131e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.460446492757181,-0.621291956594888,-0.299601028919474,9.17318974589008e-05,"10645","CAMKK2","ENSG00000110931",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000103196.12",0.876227565094817,0.600469498676193,1.15198563151344,1.06345770813131e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.659182871608764,-0.96459141359149,-0.353774329626039,0.00176709019551179,"83716","CRISPLD2","ENSG00000103196",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000101558.14",0.4167605415854,0.285453098836032,0.548067984334767,1.09667872723684e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.335704544859254,-0.485300652906552,-0.186108436811956,0.0012630976055437,"9218","VAPA","ENSG00000101558",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000105520.11",0.536639483774374,0.367561167015685,0.705717800533062,1.09667872723684e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.331817179282225,-0.525612370656905,-0.138021987907544,0.0142540157714851,"64748","PLPPR2","ENSG00000105520",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000022567.10",0.456180518439956,0.312329415357119,0.600031621522792,1.12980541855897e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.30723297062039,-0.474101753493918,-0.140364187746863,0.00756057105717891,"57210","SLC45A4","ENSG00000022567",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000162413.17",0.456972616617733,0.312769535490268,0.601175697745199,1.14292476225957e-07,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.3545431182027,-0.517498078272218,-0.191588158133181,0.00163872060102465,"9903","KLHL21","ENSG00000162413",NA,NA,NA,NA
